Polanco,G	PIT	RF	153	593	83	152	35	6	9	52	55	121	27	10	.256	.320	.381	.701	525000	
Calhoun,K	LAA	RF	159	630	78	161	23	2	26	83	45	164	4	1	.256	.308	.422	.731	537500	
Puig,Y	LAD	RF	79	282	30	72	12	3	11	38	26	66	3	3	.255	.322	.436	.758	6000000	
Frazier,T	CIN	3B	157	619	82	158	43	1	35	89	44	137	13	8	.255	.309	.498	.806	6000000	
Teixeira,M	NYY	1B	111	392	57	100	22	0	31	79	59	85	2	0	.255	.357	.548	.906	22500000	
Castellanos,N	DET	3B	154	549	42	140	33	6	15	73	39	152	0	3	.255	.303	.419	.721	525000	
Rios,A	KC	RF	105	385	40	98	22	2	4	32	15	67	9	0	.255	.287	.353	.640	9500000	
Gose,A	DET	CF	140	485	73	123	24	8	5	26	45	145	23	11	.254	.321	.367	.688	515000	
Navarro,E	LAA	LF	54	83	9	21	4	0	0	5	5	16	0	2	.253	.295	.301	.597	511000	
Young,C	NYY	RF	140	318	53	80	20	1	14	42	30	73	3	1	.252	.320	.453	.773	2500000	
Butler,B	OAK	DH	151	538	63	135	28	1	15	65	52	101	0	0	.251	.323	.390	.713	10000000	
Upton,J	SD	LF	150	542	85	136	26	3	26	81	68	159	19	5	.251	.336	.454	.790	14500000	
Upton,J	SD	LF	150	542	85	136	26	3	26	81	68	159	19	5	.251	.336	.454	.790	14500000	8541666	
Norris,D	SD	C	147	515	65	129	33	2	14	62	35	131	4	1	.250	.305	.404	.709	545000	
Rodriguez,A	NYY	DH	151	523	83	131	22	1	33	86	84	145	4	0	.250	.356	.486	.842	27500000	
Bautista,J	TOR	RF	153	543	108	136	29	3	40	114	110	106	8	2	.250	.377	.536	.913	13000000	
Fowler,D	CHC	CF	156	596	102	149	29	8	17	46	84	154	20	7	.250	.346	.411	.757	9500000	
Orlando,P	KC	RF	86	241	31	60	14	6	7	27	5	53	3	3	.249	.269	.444	.713	507500	
Phegley,J	OAK	C	73	225	27	56	16	1	9	34	14	51	0	0	.249	.300	.449	.749	510000	
Ramirez,A	CWS	SS	154	583	54	145	33	0	10	62	31	68	17	7	.249	.285	.357	.642	8125000	
Zimmerman,R	WSH	1B	95	346	43	86	25	1	16	73	33	79	1	0	.249	.308	.465	.773	16666666	
Smith,S	SEA	RF	136	395	54	98	31	5	12	42	47	99	0	0	.248	.330	.443	.773	6500000	
Montero,M	CHC	C	113	347	36	86	11	0	15	53	49	103	1	1	.248	.345	.409	.754	12000000	
Davis,K	MIL	LF	121	392	54	97	16	2	27	66	44	122	6	2	.247	.323	.505	.828	519000	
Sogard,E	OAK	2B	120	372	40	92	12	3	1	37	23	50	6	1	.247	.294	.304	.598	1075000	
Hanigan,R	BOS	C	54	174	28	43	8	0	2	16	20	39	0	0	.247	.337	.328	.664	3583333	
Gyorko,J	SD	2B	128	421	34	104	15	0	16	57	27	107	0	1	.247	.297	.397	.694	5918483	
Navarro,D	TOR	C	54	171	17	42	7	0	5	20	17	29	0	0	.246	.307	.374	.682	4000000	
Rodriguez,S	PIT	1B	139	224	25	55	12	1	4	17	5	63	2	2	.246	.281	.362	.642	1900000	
Martinez,V	DET	DH	120	440	39	108	20	0	11	64	31	52	0	0	.245	.301	.366	.667	17000000	
Asche,C	PHI	LF	129	425	41	104	22	3	12	39	26	111	1	2	.245	.294	.395	.689	517500	
Sandoval,P	BOS	3B	126	470	43	115	25	1	10	47	25	73	0	0	.245	.292	.366	.658	19000000	
Plouffe,T	MIN	3B	152	573	74	140	35	4	22	86	50	124	2	1	.244	.307	.435	.742	4800000	
Duda,L	NYM	1B	135	471	67	115	33	0	27	73	66	138	0	2	.244	.352	.486	.838	4200000	
Mercer,J	PIT	SS	116	394	34	96	21	0	3	34	27	73	3	2	.244	.293	.320	.613	538000	
Alvarez,P	PIT	1B	150	437	60	106	18	0	27	77	48	131	2	0	.243	.318	.469	.787	5750000	
Pacheco,J	ARI	C	29	66	8	16	0	0	2	8	9	14	1	0	.242	.333	.333	.667	900000	
Schumaker,S	CIN	LF	131	244	23	59	20	0	1	21	23	51	2	2	.242	.306	.336	.642	2500000	
Martin,R	TOR	C	129	441	76	106	23	2	23	77	53	106	4	5	.240	.329	.458	.787	16400000	
Suzuki,K	MIN	C	131	433	36	104	17	0	5	50	29	59	0	0	.240	.296	.314	.610	6000000	
Adams,M	STL	1B	60	175	14	42	9	0	5	24	10	41	1	0	.240	.280	.377	.657	534000	
Vargas,K	MIN	1B	58	175	18	42	4	0	5	17	9	54	0	0	.240	.277	.349	.626	517000	
Hunter,T	MIN	RF	139	521	67	125	22	0	22	81	35	105	2	5	.240	.293	.409	.702	10500000	
Bourgeois,J	CIN	CF	68	196	28	47	5	2	3	14	14	33	3	1	.240	.294	.332	.625	522500	
Flowers,T	CWS	C	112	331	21	79	12	0	9	39	21	104	0	1	.239	.295	.356	.652	2675000	
Peterson,J	ATL	2B	152	528	55	126	23	5	6	52	56	120	12	10	.239	.314	.335	.649	507500	
Rasmus,C	HOU	LF	137	432	67	103	23	2	25	61	47	154	2	1	.238	.314	.475	.789	8000000	
Ellis,A	LAD	C	63	181	24	43	9	0	7	21	32	38	0	0	.238	.355	.403	.758	4250000	
Marisnick,J	HOU	CF	133	339	46	80	15	4	9	36	18	105	24	9	.236	.281	.383	.665	511200	
Dozier,B	MIN	2B	157	628	101	148	39	4	28	77	61	148	12	4	.236	.307	.444	.751	5000000	
Ladendorf,T	OAK	2B	9	17	3	4	0	1	0	2	1	2	0	0	.235	.278	.353	.631	507500	
Joseph,C	BAL	C	100	320	38	75	16	1	11	49	27	72	0	0	.234	.299	.394	.693	515000	
Grandal,Y	LAD	C	115	355	43	83	12	0	16	47	65	92	0	1	.234	.353	.403	.756	693000	
Rupp,C	PHI	C	81	270	24	63	9	1	9	28	24	71	0	1	.233	.301	.374	.675	508000	
Desmond,I	WSH	SS	156	583	69	136	27	2	19	62	45	187	13	5	.233	.290	.384	.674	8750000	
Guerrero,A	LAD	LF	106	219	25	51	9	1	11	36	7	57	1	0	.233	.261	.434	.695	7000000	
McCann,B	NYY	C	135	465	68	108	15	1	26	94	52	97	0	0	.232	.320	.437	.756	17000000	
Barmes,C	SD	SS	98	207	24	48	14	1	3	16	10	55	0	1	.232	.281	.353	.633	1300000	
Chirinos,R	TEX	C	78	233	33	54	16	1	10	34	28	62	0	0	.232	.325	.438	.762	518290	
Gomes,Y	CLE	C	95	363	38	84	22	0	12	45	13	104	0	0	.231	.267	.391	.659	3833333	
Aviles,M	CLE	SS	98	290	37	67	10	0	5	17	20	38	3	1	.231	.282	.317	.599	3500000	
Reynolds,M	STL	1B	140	382	35	88	21	2	13	48	44	121	2	3	.230	.315	.398	.713	2000000	
Herrera,J	CHC	2B	73	126	14	29	5	1	2	14	2	23	3	0	.230	.242	.333	.576	900000	
Hill,A	ARI	3B	116	313	32	72	18	0	6	39	31	54	7	2	.230	.295	.345	.640	11666667	
Johnson,M	CWS	2B	36	100	10	23	4	0	0	4	9	30	3	2	.230	.306	.270	.576	507500	
Pirela,J	NYY	2B	37	74	7	17	3	0	1	5	2	16	1	0	.230	.247	.311	.558	510000	
Ramos,W	WSH	C	128	475	41	109	16	0	15	68	21	101	0	0	.229	.258	.358	.616	3550000	
Howard,R	PHI	1B	129	467	53	107	29	1	23	77	27	138	0	0	.229	.277	.443	.720	25000000	
Davis,I	OAK	1B	72	214	19	49	17	0	3	20	23	44	0	0	.229	.301	.350	.652	3800000	
Conger,H	HOU	C	73	201	25	46	11	0	11	33	23	63	0	1	.229	.311	.448	.759	1075000	
Suzuki,I	MIA	RF	153	398	45	91	5	6	1	21	31	51	11	5	.229	.282	.279	.561	2000000	
Perez,R	CLE	C	70	184	30	42	9	1	7	21	33	64	0	0	.228	.348	.402	.751	508600	
Brown,D	PHI	RF	63	189	19	43	6	1	5	25	14	36	3	1	.228	.284	.349	.634	2500000	
Johnson,R	WSH	LF	17	22	0	5	1	0	0	3	0	6	0	0	.227	.250	.273	.523	1000000	
Smoak,J	TOR	1B	132	296	44	67	16	1	18	59	29	86	0	0	.226	.299	.470	.768	1000000	
Bruce,J	CIN	RF	157	580	72	131	35	4	26	87	58	145	9	5	.226	.294	.434	.729	8500000	
Hamilton,B	CIN	CF	114	412	56	93	8	3	4	28	28	75	57	8	.226	.274	.289	.563	545000	
Ahmed,N	ARI	SS	134	421	49	95	17	6	9	34	29	81	4	5	.226	.275	.359	.634	508500	
Morrison,L	SEA	1B	146	457	47	103	15	3	17	54	47	81	8	4	.225	.302	.383	.685	2725000	
Rollins,J	LAD	SS	144	517	71	116	24	3	13	41	44	86	12	8	.224	.285	.358	.643	11000000	
Sanchez,C	CWS	2B	120	389	40	87	23	1	5	31	19	81	2	2	.224	.268	.326	.595	510000	
Valbuena,L	HOU	3B	132	434	62	97	18	0	25	56	50	106	1	0	.224	.310	.438	.748	4200000	
Pompey,D	TOR	CF	34	94	17	21	8	0	2	6	7	23	5	1	.223	.291	.372	.664	508500	
Beckham,T	TB	2B	82	203	24	45	7	4	9	37	13	69	3	1	.222	.274	.429	.702	508100	
Schafer,L	MIL	CF	69	122	17	27	6	1	1	6	12	29	1	0	.221	.299	.311	.611	510500	
Werth,J	WSH	LF	88	331	51	73	16	1	12	42	38	84	0	1	.221	.302	.384	.685	18000000	
Infante,O	KC	2B	124	440	39	97	23	7	2	44	9	69	2	2	.220	.234	.318	.552	7562500	
Soto,G	CWS	C	78	187	20	41	8	0	9	21	21	63	0	1	.219	.301	.406	.708	1500000	
Hardy,J	BAL	SS	114	411	45	90	14	0	8	37	20	88	0	0	.219	.253	.311	.564	13333333	
Schafer,J	MIN	CF	27	69	9	15	3	0	0	5	3	23	0	3	.217	.250	.261	.511	1550000	
Decker,J	PIT	LF	23	28	8	6	1	1	0	1	7	9	0	0	.214	.371	.321	.693	510000	
Middlebrooks,W	SD	3B	83	255	23	54	7	2	9	29	11	60	2	1	.212	.241	.361	.602	540500	
Ruiz,C	PHI	C	86	284	23	60	13	1	2	22	28	43	1	1	.211	.290	.285	.575	8666666	
Gosewisch,T	ARI	C	38	128	9	27	6	0	1	13	8	23	2	1	.211	.261	.281	.542	514500	
Castro,J	HOU	C	104	337	38	71	19	0	11	31	33	115	0	0	.211	.283	.365	.648	4000000	
Pederson,J	LAD	CF	151	480	67	101	19	1	26	54	92	170	4	7	.210	.346	.417	.763	510000	
Maldonado,M	MIL	C	79	229	19	48	7	0	4	22	23	65	0	1	.210	.282	.293	.575	975000	
Maxwell,J	SF	RF	100	249	26	52	8	2	7	26	20	76	2	1	.209	.275	.341	.616	1000000	
Beckham,G	CWS	3B	100	211	24	44	8	0	6	20	19	43	0	1	.209	.275	.332	.607	2000000	
Baker,J	MIA	1B	41	72	11	15	3	0	3	8	8	25	0	0	.208	.288	.375	.663	1850000	
Descalso,D	COL	SS	101	185	22	38	3	2	5	22	20	45	1	2	.205	.283	.324	.607	1800000	
McKenry,M	COL	C	58	127	20	26	7	3	4	17	22	41	2	2	.205	.329	.402	.731	1087600	
Cruz,T	STL	C	69	142	6	29	7	1	2	11	6	32	0	0	.204	.235	.310	.545	775000	
Amarista,A	SD	SS	118	324	28	66	10	4	3	30	24	55	5	1	.204	.257	.287	.544	1250000	
Flaherty,R	BAL	2B	91	267	34	54	8	3	9	31	26	81	0	0	.202	.281	.356	.637	1075000	
Lough,D	BAL	LF	84	134	14	27	1	1	4	12	5	36	2	4	.201	.241	.313	.555	525500	
Drew,S	NYY	2B	131	383	43	77	16	1	17	44	37	71	0	2	.201	.271	.381	.652	5000000	
Bethancourt,C	ATL	C	48	155	16	31	8	0	2	12	5	33	1	1	.200	.225	.290	.515	507500	
Bourjos,P	STL	CF	117	195	32	39	8	3	4	13	19	59	5	8	.200	.290	.333	.623	1650000	
Carter,C	HOU	1B	129	391	50	78	17	0	24	64	57	151	1	2	.199	.307	.427	.734	4175000	
Lobaton,J	WSH	C	44	136	11	27	4	0	3	20	15	40	0	0	.199	.279	.294	.573	1200000	
Nieuwenhuis,K	NYM	LF	74	128	21	25	11	0	4	14	10	49	2	2	.195	.270	.375	.645	525415	
Saunders,M	TOR	RF	9	31	2	6	0	0	0	3	5	10	0	0	.194	.306	.194	.499	2875000	
